expression,reading,meaning,meaning_indonesia,tags,guid
協議,きょうぎ,"conference, discussion, negotiation","konferensi, diskusi, negosiasi",JLPT_1 JLPT JLPT_3,Q?<#X?Sj/E
享受,きょうじゅ,"enjoyment, being given","kenikmatan, diberikan",JLPT_1 JLPT JLPT_3,QIS<k>N.yl
協調,きょうちょう,"co-operation, conciliation, harmony","kerjasama, konsiliasi, harmoni",JLPT_1 JLPT JLPT_3,q1MP[9CeAj
切り,きり,"limits, place to leave off","batas, tempat untuk berhenti",JLPT_1 JLPT JLPT_3,B0AWr56JJ:
菌,きん,"germ, bacterium","kuman, bakteri",JLPT_1 JLPT JLPT_3,tmpS/:#W86
近視,きんし,nearsightedness,rabun jauh,JLPT_1 JLPT JLPT_3,"NkNB,nl-$5"
苦,く,"trouble, worry, difficulty","kesulitan, kekhawatiran, kesulitan",JLPT_1 JLPT JLPT_3,rAG1%p4z{~
群,ぐん,group,kelompok,JLPT_1 JLPT JLPT_3,"LN,Tx3PlR-"
刑,けい,"penalty, sentence, punishment","hukuman, hukuman, hukuman",JLPT_1 JLPT JLPT_3,"lZo,b@3#8r"
経緯,けいい,"sequence of events, course","urutan kejadian, tentu saja",JLPT_1 JLPT JLPT_3,vg;b<1L}X}
計器,けいき,"meter, gauge","meteran, pengukur",JLPT_1 JLPT JLPT_3,D|{=p=rf^U
契機,けいき,"opportunity, chance","peluang, peluang",JLPT_1 JLPT JLPT_3,K8C9CieJaA
携帯,けいたい,carrying something; mobile telephone,membawa sesuatu;,JLPT_1 JLPT JLPT_3,IrGZ6yI4>+
形態,けいたい,"form, shape, figure","bentuk, rupa, gambar",JLPT_1 JLPT JLPT_3,e/5N$:Z!T-
血管,けっかん,blood vessel,pembuluh darah,JLPT_1 JLPT JLPT_3,QbJ9AEIh9>
決行,けっこう,"doing (with resolve), carrying out (e.g., a plan)","melakukan (dengan tekad), melaksanakan (misalnya, rencana)",JLPT_1 JLPT JLPT_3,F-+3sLP~)5
件,けん,"matter, case, item","masalah, kasus, item",JLPT_1 JLPT JLPT_3,kQ?0ViPK+4
減少,げんしょう,"decrease, reduction, decline","penurunan, pengurangan, penurunan",JLPT_1 JLPT JLPT_3,k4_<}lhTb#
公演,こうえん,public performance,kinerja publik,JLPT_1 JLPT JLPT_3,H?FP7|9MSw
後悔,こうかい,"regret, repentance","penyesalan, pertobatan",JLPT_1 JLPT JLPT_3,Q1e2dQ@sG$
航海,こうかい,"sail, voyage","berlayar, pelayaran",JLPT_1 JLPT JLPT_3,dFa`<B!Rly
拘束,こうそく,"restriction, restraint","pembatasan, pengekangan",JLPT_1 JLPT JLPT_3,wAH|5]9<;T
荒廃,こうはい,ruin,menghancurkan,JLPT_1 JLPT JLPT_3,Pi<&-yXN08
降伏,こうふく,"capitulation, surrender, submission","menyerah, menyerah, tunduk",JLPT_1 JLPT JLPT_3,nz>D*v/PPD
興奮,こうふん,"excitement, stimulation","kegembiraan, rangsangan",JLPT_1 JLPT JLPT_3,uG+;eVvuCD
語句,ごく,"words, phrases","kata, frasa",JLPT_1 JLPT JLPT_3,IeE<Oj.e6u
個々,ここ,"individual, one by one","individu, satu demi satu",JLPT_1 JLPT JLPT_3,p2d:ics3}r
故人,こじん,the deceased,almarhum,JLPT_1 JLPT JLPT_3,i${0Y&niQE
小銭,こぜに,"coins, small change","koin, uang receh",JLPT_1 JLPT JLPT_3,"e/(},oiNGD"
ことによると,ことによると,(depending on the circumstances),(tergantung pada keadaan),JLPT_1 JLPT JLPT_3,B{&~P5e&VY
コンテスト,コンテスト,contest,kontes,JLPT_1 JLPT JLPT_3,sp5g%^>}gq
採集,さいしゅう,"collecting, gathering","mengumpulkan, mengumpulkan",JLPT_1 JLPT JLPT_3,Np[aMg9Zl4
作,さく,"a work, a harvest","sebuah pekerjaan, sebuah panen",JLPT_1 JLPT JLPT_3,e0vQj1EM3V
策,さく,"plan, policy","rencana, kebijakan",JLPT_1 JLPT JLPT_3,m7/9u%VJ!K
設備,せつび,"equipment, device, facilities","peralatan, perangkat, fasilitas",JLPT JLPT_2 JLPT_3,LIo%jKRqQs
絶滅,ぜつめつ,"destruction, extinction","kehancuran, kepunahan",JLPT JLPT_2 JLPT_3,io[YAo{Uu@
節約,せつやく,"economizing, saving","menghemat, menabung",JLPT JLPT_2 JLPT_3,"HN*O,b6I.s"
攻める,せめる,"to attack, to assault","untuk menyerang, untuk menyerang",JLPT JLPT_2 JLPT_3,tc4C[W7HwN
責める,せめる,"to condemn, to blame, to criticize","untuk mengutuk, menyalahkan, mengkritik",JLPT JLPT_2 JLPT_3,h&^&{;rWzw
善,ぜん,"good, virtue","baik, kebajikan",JLPT JLPT_2 JLPT_3,I+Wsd9&>8`
全,ぜん,"all, whole, entire","semua, keseluruhan, keseluruhan",JLPT JLPT_2 JLPT_3,"AlSQZeMOe,"
全員,ぜんいん,all members,semua anggota,JLPT JLPT_2 JLPT_3,sZoXHnMU/8
専攻,せんこう,"major subject, special study","mata pelajaran utama, studi khusus",JLPT JLPT_2 JLPT_3,ya8a{Dc>vj
全国,ぜんこく,"the entire nation, country-wide, nation-wide","seluruh bangsa, seluruh negeri, seluruh negeri",JLPT Intermediate_Japanese JLPT_3 JLPT_2 Intermediate_Japanese_Ln.7,^t`okG[_.
洗剤,せんざい,detergent,deterjen,JLPT JLPT_2 JLPT_3,L<+Y;nNWE2
先日,せんじつ,"the other day, a few days ago","tempo hari, beberapa hari yang lalu",JLPT Intermediate_Japanese JLPT_3 JLPT_2 Intermediate_Japanese_Ln.2,u}70pX97Ud
前者,ぜんしゃ,the former,yang pertama,JLPT JLPT_2 JLPT_3,PvTkSo0mR<
選手,せんしゅ,player selected for a team (usually athletic),pemain yang dipilih untuk sebuah tim (biasanya atletik),JLPT Intermediate_Japanese JLPT_3 JLPT_2 Intermediate_Japanese_Ln.7,v.;e@CEJx|
全身,ぜんしん,"the whole body, full-length (portrait)","seluruh tubuh, panjang penuh (potret)",JLPT JLPT_2 JLPT_3,pwxE{6M)x(
前進,ぜんしん,"advance, drive, progress","maju, mengemudi, maju",JLPT JLPT_2 JLPT_3,Bf[eOsL^b6
センター,センター,center,tengah,JLPT JLPT_2 JLPT_3,CxiSJ@d^~:
全体,ぜんたい,"whole, entirety, whatever (is the matter)","keseluruhan, keseluruhan, apa pun (apa masalahnya)",JLPT JLPT_2 JLPT_3,"P>z,++>r(]"
選択,せんたく,"selection, choice","seleksi, pilihan",JLPT JLPT_2 JLPT_3,k:.P/+fPZu
宣伝,せんでん,"advertisement, publicity","iklan, publisitas",JLPT JLPT_2 JLPT_3,JC$lTUtjG[
象,ぞう,elephant,gajah,JLPT Genki_Ln.13 JLPT_3 JLPT_2 Genki,q&<afrju^O
騒音,そうおん,noise,kebisingan,JLPT JLPT_2 JLPT_3,Nq>ZUuvl@9
増加,ぞうか,"increase, addition","peningkatan, penambahan",JLPT JLPT_2 JLPT_3,LCq]gC<#T)
操作,そうさ,"operation, management, processing","operasi, manajemen, pemrosesan",JLPT JLPT_2 JLPT_3,"mJ]7X>,V`y"
想像,そうぞう,"imagination, guess","imajinasi, tebak",JLPT JLPT_2 JLPT_3,k^1Z0>wFtS
相続,そうぞく,"succession, inheritance","suksesi, warisan",JLPT JLPT_2 JLPT_3,gLl5L9nWQL
装置,そうち,"equipment, installation, apparatus","peralatan, instalasi, peralatan",JLPT JLPT_2 JLPT_3,QP$y~p+;R`
相当,そうとう,"considerably, fairly; worth ~","sangat, cukup;",JLPT JLPT_2 JLPT_3,X|0~/xXGn
速度,そくど,"speed, velocity, rate","kecepatan, kelajuan, laju",JLPT JLPT_2 JLPT_3,H;GE;N$A%]
底,そこ,"bottom, sole","bawah, sol",JLPT JLPT_2 JLPT_3,E!a4:Hc]KR
そこで,そこで,"so (conj.), accordingly","jadi (konj.), karenanya",JLPT JLPT_2 JLPT_3,Q`8<U+}b2H
組織,そしき,organization; structure; tissue,organisasi;,JLPT JLPT_2 JLPT_3,zpGgl@h_Va
そして,そして,and then,kemudian,JLPT Genki_Ln.11 JLPT_3 JLPT_2 Genki,HVz1zz!rU*
注ぐ,そそぐ,to pour (into),untuk menuangkan (ke dalam),JLPT JLPT_2 JLPT_3,O|qtLZv)ag
育つ,そだつ,"to be brought up, to grow (up)","untuk dibesarkan, untuk tumbuh (naik)",JLPT JLPT_2 JLPT_3,DVd%wrkTnE
そっくり,そっくり,the splitting image of; entirely,gambar pemisahan;,JLPT JLPT_2 JLPT_3,"il,5{T<Ci/"
そっと,そっと,"softly, gently","dengan lembut, dengan lembut",JLPT JLPT_2 JLPT_3,dNlkAuY%B;
袖,そで,sleeve,lengan baju,JLPT JLPT_2 JLPT_3,qAnG-iHgN/
備える,そなえる,"to prepare, to furnish, to store","untuk mempersiapkan, untuk melengkapi, untuk menyimpan",JLPT JLPT_2 JLPT_3,nSf<nF|Wp=
具える,そなえる,to be furnished with,untuk dilengkapi,JLPT JLPT_2 JLPT_3,HK##7~;{8M
そのうえ,そのうえ,"in addition, furthermore","selain itu, lebih jauh lagi",JLPT JLPT_2 JLPT_3,g4O`W+&@o;
そのうち,そのうち,"before long, eventually, sooner or later","tak lama kemudian, pada akhirnya, cepat atau lambat",JLPT Intermediate_Japanese JLPT_3 JLPT_2 Intermediate_Japanese_Ln.1,PuLL>@8)rT
そのまま,そのまま,"without change, as it is (e.g., now)","tanpa perubahan, sebagaimana adanya (misalnya, sekarang)",JLPT JLPT_2 JLPT_3,Ct<iM4(-qV
蕎麦,そば,soba (buckwheat noodles),soba (mie soba),JLPT JLPT_2 JLPT_3,Bbh7N0fI`c
ソファー,ソファー,"sofa, couch","sofa, sofa",JLPT Intermediate_Japanese JLPT_3 JLPT_2 Intermediate_Japanese_Ln.12,z;bE4U6LP3
粗末,そまつ,"humble, miserable, crude","rendah hati, sengsara, kasar",JLPT JLPT_2 JLPT_3,j6Do>kVF89
それぞれ,それぞれ,"each, every, respectively","masing-masing, setiap, masing-masing",JLPT JLPT_2 JLPT_3,IU/9u{#l]`
それでも,それでも,"but (still), and yet, nevertheless","tapi (masih), namun, bagaimanapun juga",JLPT JLPT_2 JLPT_3,A4Ma6XxBkC
それと,それと,and,Dan,JLPT JLPT_2 JLPT_3,qT%b.lO-Up
それとも,それとも,"or, or else","atau, atau yang lain",JLPT JLPT_2 JLPT_3,FIBH9OiuNP
揃う,そろう,"to become complete, to be equal","untuk menjadi lengkap, untuk menjadi setara",JLPT JLPT_2 JLPT_3,eH+q6_0;;H
揃える,そろえる,"to put things in order, to arrange","untuk menertibkan, mengatur",JLPT JLPT_2 JLPT_3,"Hx^8k,vcgU"
損,そん,"loss, disadvantage","kerugian, kerugian",JLPT JLPT_2 JLPT_3,r5pYyEz*uG
損害,そんがい,"damage, loss","kerusakan, kehilangan",JLPT JLPT_2 JLPT_3,KNy-!0Msk~
尊敬,そんけい,"respect, reverence, honor","hormat, hormat, hormat",JLPT JLPT_2 JLPT_3,nh_pmhy#.q
存在,そんざい,"existence, being","keberadaan, keberadaan",JLPT JLPT_2 JLPT_3,Ah?vt+0Deq
尊重,そんちょう,"respect, esteem, regard","rasa hormat, penghargaan, penghargaan",JLPT JLPT_2 JLPT_3,h?{mP2f_-B
田,た,rice field,sawah,JLPT JLPT_2 JLPT_3,"w7MwtWnKt,"
他,た,other (esp. places and things),lainnya (khususnya tempat dan benda),JLPT JLPT_2 JLPT_3,P;is[6zAC!
対,たい,"pair, couple, set","berpasangan, berpasangan, set",JLPT JLPT_2 JLPT_3,"Moj,JFB9!<"
大,だい,"big, great","besar, bagus",JLPT JLPT_2 JLPT_3,LwTE(&7K+A
題,だい,"title, subject, theme","judul, subjek, tema",JLPT JLPT_2 JLPT_3,F^XD~^:A@0
体育,たいいく,"physical education, gymnastics, athletics","pendidikan jasmani, senam, atletik",JLPT JLPT_2 JLPT_3,CYaFjR7lk/
体温,たいおん,temperature (body),suhu (tubuh),JLPT JLPT_2 JLPT_3,JV$<Rwhu{y
大会,たいかい,"convention, (big) tournament, mass meeting","konvensi, turnamen (besar), pertemuan massal",JLPT Intermediate_Japanese JLPT_3 JLPT_2 Intermediate_Japanese_Ln.7,qPbid=y~O&
大気,たいき,atmosphere,suasana,JLPT JLPT_2 JLPT_3,"Hhm(,tKo;q"
代金,だいきん,"price, cost","harga, biaya",JLPT JLPT_2 JLPT_3,d6Cwm*}ZjB
退屈,たいくつ,"tedium, boring","membosankan, membosankan",JLPT JLPT_2 JLPT_3,F(8G#=fSzj
滞在,たいざい,"stay, sojourn","tinggal, singgah",JLPT JLPT_2 JLPT_3,bk>r|^ok!J
大使,たいし,ambassador,duta besar,JLPT JLPT_2 JLPT_3,zN!*9mGhu4
大した,たいした,"significant, great, considerable","signifikan, hebat, cukup besar",JLPT Intermediate_Japanese JLPT_3 JLPT_2 Intermediate_Japanese_Ln.13,oM^M6iE>L5
体重,たいじゅう,(body) weight,berat badan (tubuh).,JLPT Intermediate_Japanese JLPT_3 JLPT_2 Intermediate_Japanese_Ln.4,t`1!Oqj**T
対象,たいしょう,"target; object (of worship, study, etc.); subject (i.e., of taxation)",target;,JLPT Intermediate_Japanese JLPT_3 JLPT_2 Intermediate_Japanese_Ln.8,"p^#)B+1eX,"
対照,たいしょう,"contrast, antithesis, comparison","kontras, antitesis, perbandingan",JLPT JLPT_2 JLPT_3,n>fKKV=_7/
大臣,だいじん,cabinet minister,menteri kabinet,JLPT JLPT_2 JLPT_3,Ob3O=(AH>h
対する,たいする,"to face, to confront, to oppose","menghadapi, menghadapi, menentang",JLPT JLPT_2 JLPT_3,ybI4-s}gla
大戦,たいせん,"great war, great battle","perang besar, pertempuran hebat",JLPT JLPT_2 JLPT_3,f`t4(w295-
態度,たいど,"attitude, manner","sikap, cara",JLPT Intermediate_Japanese JLPT_3 JLPT_2 Intermediate_Japanese_Ln.3,CRe5#!Zg2
大統領,だいとうりょう,president,presiden,JLPT JLPT_2 JLPT_3,mQ?{N?L_2<
大半,たいはん,"most of, majority, mostly","sebagian besar, mayoritas, sebagian besar",JLPT Intermediate_Japanese JLPT_3 JLPT_2 Intermediate_Japanese_Ln.13,L@eG[f#yFA
代表,だいひょう,"representative, delegation","perwakilan, delegasi",JLPT Intermediate_Japanese JLPT_3 JLPT_2 Intermediate_Japanese_Ln.7,[cqqR!>%Z
大部分,だいぶぶん,"most part, majority","sebagian besar, mayoritas",JLPT JLPT_2 JLPT_3,xCOUr6=j:7
タイプライター,タイプライター,typewriter,mesin tik,JLPT JLPT_2 JLPT_3,wfroZ+;inq
逮捕,たいほ,"arrest, apprehension, capture","penangkapan, penangkapan, penangkapan",JLPT JLPT_2 JLPT_3,"mP*P.Zr^,5"
題名,だいめい,title,judul,JLPT JLPT_2 JLPT_3,x5M%%Ua514
ダイヤ,ダイヤ,(railway) schedule; diamond,jadwal (kereta api);,JLPT JLPT_2 JLPT_3,u65Ybwgo>d
太陽,たいよう,sun,matahari,JLPT JLPT_2 JLPT_3,Ods5M>&o#p
平ら,たいら,"flatness, level, smooth","kerataan, rata, halus",JLPT JLPT_2 JLPT_3,CCHa|.m;y*
代理,だいり,"representation, proxy, deputy","perwakilan, wakil, wakil",JLPT JLPT_2 JLPT_3,`LJ^*Zc6.
大陸,たいりく,continent,benua,JLPT Intermediate_Japanese JLPT_3 JLPT_2 Intermediate_Japanese_Ln.8,"j9v8D@q,-`"
倒す,たおす,"to throw down, to beat","untuk melempar, untuk mengalahkan",JLPT JLPT_2 JLPT_3,O)2K@u<S75
タオル,タオル,(hand) towel,(tangan) handuk,JLPT Genki_Ln.18 JLPT_3 JLPT_2 Genki,wEC@Qp%tX#
だが,だが,"but, however","tapi, bagaimanapun",JLPT JLPT_2 JLPT_3,yVQqFsidK:
互い,たがい,"mutual, each other","saling, satu sama lain",JLPT JLPT_2 JLPT_3,"A/w*RxK,aS"
高める,たかめる,"to raise, to lift, to boost","untuk meningkatkan, untuk mengangkat, untuk meningkatkan",JLPT JLPT_2 JLPT_3,k95gRhn5$b
宝,たから,treasure,harta karun,JLPT JLPT_2 JLPT_3,"Ms,V*:XqhK"
宅,たく,"house, home","rumah, rumah",JLPT JLPT_2 JLPT_3,NDCW+QVEo*
炊く,たく,"to boil, to cook","untuk merebus, untuk memasak",JLPT JLPT_2 JLPT_3,nMc=w-?iw5
焚く,たく,"to burn, to kindle, to build a fire","untuk membakar, menyalakan, menyalakan api",JLPT JLPT_2 JLPT_3,Dg<UbH>Qcm
抱く,だく,"to embrace, to hug","untuk memeluk, memeluk",JLPT JLPT_2 JLPT_3,KKtZ{u;?<t
だけど,だけど,however,Namun,JLPT JLPT_2 JLPT_3,B]!P5f2EJ8
たしか,たしか,"certain, sure, if I remember correctly","tentu, tentu, jika aku mengingatnya dengan benar",JLPT JLPT_2 JLPT_3,Ai@Savd_m@
確かめる,たしかめる,"to ascertain, to make sure","untuk memastikan, untuk memastikan",JLPT JLPT_2 JLPT_3,zRU$$MH{a;
多少,たしょう,a little (same as 少し (すこし)),sedikit (sama seperti 少し (すこし)),JLPT Intermediate_Japanese JLPT_3 JLPT_2 Intermediate_Japanese_Ln.13,Lr;d$E?/U|
助かる,たすかる,to be saved; (something) helps (v.i.),untuk diselamatkan;,JLPT Intermediate_Japanese Genki_Ln.18 JLPT_3 JLPT_2 Intermediate_Japanese_Ln.4 Genki,xVSsgH{D[a
助ける,たすける,"to help (v.t.), to save, to rescue","untuk membantu (v.t.), untuk menyelamatkan, untuk menyelamatkan",JLPT Intermediate_Japanese JLPT_3 JLPT_2 Genki Genki_Ln.22 Intermediate_Japanese_Ln.3,l/GW}?_@LC
ただ,ただ,free of charge; just (~); only (~),gratis;,JLPT Intermediate_Japanese JLPT_3 JLPT_2 Intermediate_Japanese_Ln.9 Genki_Ln.23 Genki,FnqECB)M9z
只,ただ,"free of charge, mere, only","gratis, belaka, saja",JLPT JLPT_2 JLPT_3,t3-MU5x.ml
唯,ただ,"mere, sole, plain","belaka, satu-satunya, polos",JLPT JLPT_2 JLPT_3,F%qA~M)1]b
戦い,たたかい,"battle, fight","pertempuran, pertarungan",JLPT JLPT_2 JLPT_3,q9<05fFYz
戦う,たたかう,"to fight, to compete, to battle","untuk bertarung, bersaing, bertempur",JLPT Intermediate_Japanese JLPT_3 JLPT_2 Intermediate_Japanese_Ln.7,Bby>Z<O$Cf
叩く,たたく,"to strike, to beat","untuk menyerang, untuk mengalahkan",JLPT JLPT_2 JLPT_3,qn)FIw6-x/
直ちに,ただちに,"at once, immediately","sekaligus, segera",JLPT JLPT_2 JLPT_3,K6vcg?:lAW
畳む,たたむ,to fold (clothes),melipat (pakaian),JLPT JLPT_2 JLPT_3,rkct5mr//(
立ち上がる,たちあがる,to stand up,untuk berdiri,JLPT JLPT_2 JLPT_3,HlZc:`g<19
立場,たちば,"standpoint, position, situation","sudut pandang, posisi, situasi",JLPT JLPT_2 JLPT_3,m+%3thjJjg
建つ,たつ,"to stand; to be built (v.i.), to erect, to be erected",untuk berdiri;,JLPT Intermediate_Japanese JLPT_3 JLPT_2 Intermediate_Japanese_Ln.10,n<i_4fThiw
経つ,たつ,(time) passes,(waktu) berlalu,JLPT Intermediate_Japanese JLPT_3 JLPT_2 Intermediate_Japanese_Ln.4,"r,N`cWnW^X"
達する,たっする,"to reach, to get to","untuk mencapai, untuk mencapai",JLPT JLPT_2 JLPT_3,wK1Ias[)#c
唯,たった,"only, just",hanya saja,JLPT JLPT_2 JLPT_3,uOH:v;n@##
だって,だって,"but, because, even","tapi, karena, genap",JLPT JLPT_2 JLPT_3,EX/P_yzE.A
たっぷり,たっぷり,"full, in plenty, ample","penuh, banyak, banyak",JLPT JLPT_2 JLPT_3,m+yv?z5be0
たとえ,たとえ,"even if, no matter, though","meskipun, tidak masalah",JLPT JLPT_2 JLPT_3,hFX[Llvj7<
谷,たに,valley,lembah,JLPT JLPT_2 JLPT_3,hcMe_RS(U*
他人,たにん,"unrelated person, stranger","orang yang tidak berhubungan, orang asing",JLPT JLPT_2 JLPT_3,hCa*aP>NLK
種,たね,seed; material; cause,benih;,JLPT JLPT_2 JLPT_3,q$QKyzwhUV
束,たば,"bunch, bundle","banyak, bundel",JLPT JLPT_2 JLPT_3,HpG5d&jd4^
足袋,たび,Japanese socks (with split toe),Kaus kaki Jepang (dengan ujung terbelah),JLPT JLPT_2 JLPT_3,bhqtwW<taj
度,たび,counter for occurrences,counter untuk kejadian,JLPT JLPT_2 JLPT_3,c~q$.~Py-+
旅,たび,"travel, trip, journey","perjalanan, perjalanan, perjalanan",JLPT JLPT_2 JLPT_3,AP3&ju<[do
たびたび,たびたび,"often, repeatedly, frequently","sering, berulang kali, sering",JLPT JLPT_2 JLPT_3,N_zxk]NfeP
玉,たま,"ball, sphere, coin","bola, bola, koin",JLPT JLPT_2 JLPT_3,kel|c(YKw~
球,たま,"globe, sphere, ball","bola dunia, bola, bola",JLPT JLPT_2 JLPT_3,"IL5}@,L(HU"
弾,たま,"bullet, shot","peluru, tembakan",JLPT JLPT_2 JLPT_3,t`CC/|.iog
偶,たま,"even number, couple, friend","bilangan genap, pasangan, teman",JLPT JLPT_2 JLPT_3,H%.6|y[Mxx
騙す,だます,"to trick, to cheat, to deceive","untuk mengelabui, menipu, menipu",JLPT JLPT_2 JLPT_3,Lk)a>8:jDg
偶々,たまたま,"unexpectedly, accidentally, by chance","secara tak terduga, tanpa sengaja, secara kebetulan",JLPT JLPT_2 JLPT_3,JUx|gK)1.9
たまらない,たまらない,"intolerable, unbearable, unendurable","tak tertahankan, tak tertahankan, tak tertahankan",JLPT JLPT_2 JLPT_3,l`8q_oGHnv
溜まる,たまる,"to collect, to gather, to accumulate","mengumpulkan, mengumpulkan, mengumpulkan",JLPT JLPT_2 JLPT_3,vB$#wF*|#8
黙る,だまる,to be silent,untuk diam,JLPT JLPT_2 JLPT_3,s)emL*qV&)
試し,ためし,"trial, test","percobaan, ujian",JLPT JLPT_2 JLPT_3,qBNYe=mSa8
試す,ためす,"to attempt, to test","untuk mencoba, untuk menguji",JLPT JLPT_2 JLPT_3,OHz{.@pYIY
溜める,ためる,"to accumulate, to collect","untuk mengumpulkan, untuk mengumpulkan",JLPT JLPT_2 JLPT_3,I-!#mDL3^x
便り,たより,"news, correspondence, letter","berita, korespondensi, surat",JLPT JLPT_2 JLPT_3,gbz0bmQQdz
頼る,たよる,"to rely on, to have recourse to, to depend on","untuk mengandalkan, untuk meminta bantuan, untuk bergantung pada",JLPT JLPT_2 JLPT_3,Cpd=G;du6L
段,だん,"step, stair, grade","langkah, tangga, kelas",JLPT JLPT_2 JLPT_3,CK0>fzUr{x
単位,たんい,"credit (for a course in school); unit, denomination",kredit (untuk kursus di sekolah);,JLPT Intermediate_Japanese JLPT_3 JLPT_2 Intermediate_Japanese_Ln.3,ddo&;VY0jx
単語,たんご,word; vocabulary,kata;,JLPT JLPT_3 JLPT_2 Genki_Ln.9 Genki,v$Mi}v}l@p
男子,だんし,young man,pemuda,JLPT JLPT_2 JLPT_3,o|;<c@[|f3
単純,たんじゅん,simplicity,kesederhanaan,JLPT JLPT_2 JLPT_3,c0+aDZX4Q5
誕生,たんじょう,birth,kelahiran,JLPT JLPT_2 JLPT_3,dP`<<G(e41
ダンス,ダンス,dance,menari,JLPT JLPT_2 JLPT_3,euR|T?GwM~
団体,だんたい,"organization, association","organisasi, asosiasi",JLPT JLPT_2 JLPT_3,N[4TY72XQk
担当,たんとう,(in) charge,(dalam) biaya,JLPT JLPT_2 JLPT_3,eVQE*ebssb
単なる,たんなる,"mere, simple, sheer","belaka, sederhana, belaka",JLPT Intermediate_Japanese JLPT_3 JLPT_2 Intermediate_Japanese_Ln.15,bCE(TsI6rY
単に,たんに,"simply, merely","sederhananya, hanya saja",JLPT JLPT_2 JLPT_3,ndj9zxLbCH
地,ち,earth,bumi,JLPT JLPT_2 JLPT_3,o?b;2k}iDx
地位,ちい,"(social) position, status","posisi (sosial), status",JLPT JLPT_2 JLPT_3,PA:U(:c/cc
地域,ちいき,"area, region","wilayah, wilayah",JLPT JLPT_2 JLPT_3,kp_^FvzmU=
チーズ,チーズ,cheese,keju,JLPT Intermediate_Japanese JLPT_3 JLPT_2 Intermediate_Japanese_Ln.9,v`l$a/$V*R
チーム,チーム,team,tim,JLPT Intermediate_Japanese JLPT_3 JLPT_2 Intermediate_Japanese_Ln.7,zOpx4Q5dSu
知恵,ちえ,"wisdom, wit, intelligence","kebijaksanaan, kecerdasan, kecerdasan",JLPT JLPT_2 JLPT_3,jp9hTe)yc?
地下,ちか,"basement, underground","ruang bawah tanah, bawah tanah",JLPT JLPT_2 JLPT_3,I;*P_Q7^ak
違い,ちがい,"difference, discrepancy","perbedaan, kesenjangan",Genki_Ln.17 JLPT JLPT_3 JLPT_2 Genki,E&4b+:J$~A
違いない,ちがいない,"(phrase) sure, no mistaking it, for certain","(frasa) tentu, tidak salah lagi, pasti",JLPT JLPT_2 JLPT_3,hLl(I;+k]7
近頃,ちかごろ,"lately, recently, nowadays","akhir-akhir ini, baru-baru ini, saat ini",JLPT JLPT_2 JLPT_3,f(L:7>]T]*
地球,ちきゅう,the earth,bumi,JLPT JLPT_2 JLPT_3,qL[iG:?A.4
地区,ちく,"district, section","distrik, bagian",JLPT JLPT_2 JLPT_3,f^*Mzp$yP!
遅刻,ちこく,"lateness, late coming","keterlambatan, terlambat datang",JLPT JLPT_2 JLPT_3,BI&hsIsXx!
知事,ちじ,prefectural governor,gubernur prefektur,JLPT Intermediate_Japanese JLPT_3 JLPT_2 Intermediate_Japanese_Ln.4,ISq?4C~q1c
知識,ちしき,"knowledge, information","pengetahuan, informasi",JLPT Intermediate_Japanese JLPT_3 JLPT_2 Intermediate_Japanese_Ln.1,JB`8NU-%cx
父親,ちちおや,father,ayah,JLPT JLPT_2 JLPT_3,x^b@}}_x/I
知能,ちのう,"intelligence, brains","kecerdasan, otak",JLPT JLPT_2 JLPT_3,s0*$SOLx]G
地平線,ちへいせん,horizon,horison,JLPT JLPT_2 JLPT_3,K*ilXC|Xu$
地方,ちほう,"area, locality, region","wilayah, lokalitas, wilayah",JLPT JLPT_2 JLPT_3,"z)]^*l}=r,"
茶,ちゃ,tea,teh,JLPT JLPT_2 JLPT_3,"fMCQ,=~B@s"
チャンス,チャンス,"chance, opportunity","peluang, peluang",JLPT JLPT_2 JLPT_3,m8a~R)2L&s
ちゃんと,ちゃんと,"perfectly, properly, exactly","dengan sempurna, benar, tepat",JLPT JLPT_2 JLPT_3,fb]dH3uhx1
中,ちゅう,"inside, middle, among","di dalam, tengah, di antara",JLPT JLPT_2 JLPT_3,giNr]3xbMq
注,ちゅう,"annotation, explanatory note","anotasi, catatan penjelasan",JLPT JLPT_2 JLPT_3,ewit4l?.v2
