expression,reading,meaning,meaning_indonesia,tags,guid
走行,そうこう,"running a wheeled vehicle (e.g., car, traveling)","menjalankan kendaraan beroda (misalnya mobil, bepergian)",JLPT_1 JLPT,E{T/IqjEfE
総合,そうごう,"synthesis, generalization","sintesis, generalisasi",JLPT_1 JLPT,nY;2hmT##_
捜索,そうさく,"search (esp. for someone or something missing, investigation)","pencarian (khususnya seseorang atau sesuatu yang hilang, penyelidikan)",JLPT_1 JLPT,Q:2J1qwTVc
蔵相,ぞうしょう,Minister of Finance,Menteri Keuangan,JLPT_1 JLPT,fn1-ZB(4T-
装飾,そうしょく,ornament,ornamen,JLPT_1 JLPT,QA)=&Wj6HM
増進,ぞうしん,"promoting, increase, advance","mempromosikan, meningkatkan, memajukan",JLPT_1 JLPT,IZpN7AL;vh
相対,そうたい,relative,relatif,JLPT_1 JLPT,I!n?!w[?BY
壮大,そうだい,"magnificent, grand, majestic","megah, agung, agung",JLPT_1 JLPT,"mVUTF,w/3&"
騒動,そうどう,"strife, riot, rebellion","perselisihan, kerusuhan, pemberontakan",JLPT_1 JLPT,f=viWAh8g@
遭難,そうなん,"disaster, shipwreck, accident","bencana, kapal karam, kecelakaan",JLPT_1 JLPT,E:/^OnBk`
相場,そうば,"market price, speculation, estimation","harga pasar, spekulasi, estimasi",JLPT_1 JLPT,sA7SWg(`IK
装備,そうび,equipment,peralatan,JLPT_1 JLPT,k;e~1ueRAo
創立,そうりつ,"establishment, founding","pendirian, pendirian",JLPT_1 JLPT,jki@VUPP0r
添える,そえる,"to add to, to attach, to accompany","untuk menambah, melampirkan, menemani",JLPT_1 JLPT,"h,nxD[s(P9"
ソース,ソース,source,sumber,JLPT_1 JLPT,tTpwt)2AmK
即座に,そくざに,"immediately, right away","segera, segera",JLPT_1 JLPT,P;B^M<8:(U
促進,そくしん,"promotion, acceleration, encouragement","promosi, akselerasi, dorongan",JLPT_1 JLPT,qh4@1q0m.W
即する,そくする,"to conform to, to agree with, to be adapted to,","untuk menyesuaikan diri, untuk menyetujui, untuk disesuaikan dengan,",JLPT_1 JLPT,t:DoS~nc0!
束縛,そくばく,"restraint, restriction, confinement","pengekangan, pembatasan, pengurungan",JLPT_1 JLPT,l|/yaf0Kt?
側面,そくめん,"side, sidelight, lateral","samping, samping, lateral",JLPT_1 JLPT,g+c1Ex)t~@
損う,そこなう,"to harm, to hurt","untuk menyakiti, menyakiti",JLPT_1 JLPT,lT+Npb!3tv
そこら,そこら,"everywhere, somewhere","di mana-mana, di suatu tempat",JLPT_1 JLPT,sWp/2)qrjX
素材,そざい,"raw materials, subject matter","bahan mentah, materi pelajaran",JLPT_1 JLPT,k+jer~`){}
阻止,そし,"obstruction, check, hindrance","halangan, pemeriksaan, halangan",JLPT_1 JLPT,H_Bg*f2w~u
訴訟,そしょう,"litigation, lawsuit","litigasi, tuntutan hukum",JLPT_1 JLPT,r473?K:c)w
育ち,そだち,"breeding, growth","berkembang biak, pertumbuhan",JLPT_1 JLPT,I7y!o0nH<>
措置,そち,"measure, step","mengukur, langkah",JLPT_1 JLPT,wm=Ne<1R~K
ソックス,ソックス,socks,kaus kaki,JLPT_1 JLPT,bW`v0lIx&{
素っ気無い,そっけない,"cold, short, curt, blunt","dingin, pendek, singkat, tumpul",JLPT_1 JLPT,m@~(NcJuf8
外方,そっぽ,look (or turn) the other way,melihat (atau berbalik) ke arah lain,JLPT_1 JLPT,mx1|xYC`zo
備え付ける,そなえつける,"to provide, to equip, to install","untuk menyediakan, melengkapi, memasang",JLPT_1 JLPT,?a*256zVd
備わる,そなわる,to be furnished with,untuk dilengkapi,JLPT_1 JLPT,f0#k].O9>M
具わる,そなわる,to be furnished with,untuk dilengkapi,JLPT_1 JLPT,hS*=fc5g`d
聳える,そびえる,"to rise, to tower, to soar","untuk bangkit, untuk menara, untuk melambung",JLPT_1 JLPT,N#XbC.4.6E
素朴,そぼく,"simplicity, artlessness, naivety","kesederhanaan, ketidakberdayaan, kenaifan",JLPT_1 JLPT,i)~;{+Y_4I
背く,そむく,"to run counter to, to go against","untuk melawan, melawan",JLPT_1 JLPT,lwG+$Mpa}3
染まる,そまる,to be dyed,untuk diwarnai,JLPT_1 JLPT,D^_/a/#sXJ
染める,そめる,"to dye, to color","untuk mewarnai, mewarnai",JLPT_1 JLPT,"u,7!Dp;dsk"
そらす,そらす,"to bend, to warp","untuk membungkuk, untuk melengkung",JLPT_1 JLPT,O/=U<S;HO[
そり (～にのる),そり (～にのる),"sleigh, sled","kereta luncur, kereta luncur",JLPT_1 JLPT,oD<qmOFt48
反る,そる,"to warp, to be warped, to curve","melengkung, melengkung, melengkung",JLPT_1 JLPT,IJaW-#q2K8
それゆえ,それゆえ,"therefore, for that reason, so","oleh karena itu, karena alasan itu, jadi",JLPT_1 JLPT,fd1U3Eqd0z
ソロ,ソロ,solo,solo,JLPT_1 JLPT,r<H?#?:lfS
揃い,そろい,"set, suit, uniform","set, jas, seragam",JLPT_1 JLPT,d$?[e]vP*A
ぞんざい,ぞんざい,"rude, careless, slovenly","kasar, ceroboh, jorok",JLPT_1 JLPT,IV/~qgGGDy
損失,そんしつ,loss,kehilangan,JLPT_1 JLPT,q}vnE8Gq;U
存続,そんぞく,"duration, continuance","durasi, kontinuitas",JLPT_1 JLPT,k--fc+@]/s
ダース,ダース,dozen,lusin,JLPT_1 JLPT,LJ)2+[0^`@
対応,たいおう,dealing with,berurusan dengan,JLPT_1 JLPT,KZnf.&v={U
大家,たいか,"rich family, distinguished family","keluarga kaya, keluarga terpandang",JLPT_1 JLPT,Nrwns(8SbS
退化,たいか,"degeneration, retrogression","degenerasi, kemunduran",JLPT_1 JLPT,gPs^-F*IXX
大概,たいがい,"in general, mainly","secara umum, terutama",JLPT_1 JLPT,h9/$[pq28V
体格,たいかく,"physique, constitution","fisik, konstitusi",JLPT_1 JLPT,F<F1njV;[$
大金,たいきん,large amount of money,sejumlah besar uang,JLPT_1 JLPT,m_p4U|6#<L
待遇,たいぐう,"treatment, reception","pengobatan, penerimaan",JLPT_1 JLPT,F5l%#d#e`l
対決,たいけつ,"confrontation, showdown","konfrontasi, pertikaian",JLPT_1 JLPT,sKn[*vv=gw
体験,たいけん,personal experience,pengalaman pribadi,JLPT_1 JLPT Intermediate_Japanese_Ln.13 Intermediate_Japanese,o%)Oc|W=Ka
対抗,たいこう,"opposition, antagonism","oposisi, antagonisme",JLPT_1 JLPT,Rd@pS:`}f/
退治,たいじ,extermination,pemusnahan,JLPT_1 JLPT,pC*Xx^dBSu
大衆,たいしゅう,general public,masyarakat umum,JLPT_1 JLPT,nog=kohV~>
対処,たいしょ,"deal with, cope","hadapi, atasi",JLPT_1 JLPT,yMT#3SVsQ>
退職,たいしょく,retirement (from office),pensiun (dari kantor),JLPT_1 JLPT,zj2z79]QG@
題する,だいする,to title,untuk memberi judul,JLPT_1 JLPT,"F)V}e,NP?K"
態勢,たいせい,"attitude, conditions, tendency","sikap, kondisi, kecenderungan",JLPT_1 JLPT,q2.f(w/7&
対談,たいだん,"talk, dialogue","bicara, dialog",JLPT_1 JLPT,F(U~._UF.|
大胆,だいたん,"bold, daring, audacious","berani, berani, berani",JLPT_1 JLPT,NiV/^uCv:g
対等,たいとう,equivalent,setara,JLPT_1 JLPT,e2@L)L#}Hy
台無し,だいなし,"mess, spoiled, (come to) nothing","berantakan, manja, (sampai pada) apa-apa",JLPT_1 JLPT,O<W!7i{%=i
滞納,たいのう,"non-payment, default","non-pembayaran, default",JLPT_1 JLPT,"EVFf,lL5*1"
対比,たいひ,"contrast, comparison","kontras, perbandingan",JLPT_1 JLPT,QS^fJ(5L6U
タイピスト,タイピスト,typist,juru ketik,JLPT_1 JLPT,rgU6t{db}6
大部,たいぶ,"most (e.g., most part, greater, fairly, a good deal, much)","sebagian besar (misalnya, sebagian besar, lebih besar, cukup, banyak, banyak)",JLPT_1 JLPT,M:e6p(bi4/
大便,だいべん,feces,kotoran,JLPT_1 JLPT,bxG(1E~XYm
代弁,だいべん,speak for another,berbicara untuk yang lain,JLPT_1 JLPT,MRN2]i=t=d
待望,たいぼう,"long-expected, waiting","sudah lama diharapkan, menunggu",JLPT_1 JLPT,qE#$km{TWt
台本,だいほん,"libretto, scenario","libretto, skenario",JLPT_1 JLPT,RgJye)6k}y
タイマー,タイマー,timer,pengatur waktu,JLPT_1 JLPT,Jpmdj[Dy-8
怠慢,たいまん,"negligence, carelessness","kelalaian, kecerobohan",JLPT_1 JLPT,o+E(5HE.HE
タイミング,タイミング,timing,waktu,JLPT_1 JLPT,xPwaZgIXR*
タイム,タイム,time,waktu,JLPT_1 JLPT,jbo*<.eMG[
タイムリー,タイムリー,"timely, run-batted-in (baseball), RBI","tepat waktu, run-batted-in (bisbol), RBI",JLPT_1 JLPT,yP9[juCnL[
対面,たいめん,"interview, meeting","wawancara, pertemuan",JLPT_1 JLPT,i`k./6SP4;
代用,だいよう,substitution,substitusi,JLPT_1 JLPT,mu!!VPGcN/
体力,たいりょく,physical strength,kekuatan fisik,JLPT_1 JLPT,k5)wZQr4>y
タイル,タイル,tile,ubin,JLPT_1 JLPT,ATn!+%/EU;
対話,たいわ,"conversation, dialogue","percakapan, dialog",JLPT_1 JLPT,dArvNg;d~A
耐える,たえる,"to endure, to put up with","untuk bertahan, untuk bertahan",JLPT_1 JLPT,fX{nWJ2pLZ
堪える,たえる,"to endure, to put up with","untuk bertahan, untuk bertahan",JLPT_1 JLPT,Lk-i;aQnR+
絶える,たえる,"to die out, to become extinct","untuk mati, menjadi punah",JLPT_1 JLPT,rTE!2k^D@
断える,たえる,"to cease, to become extinct","berhenti, punah",JLPT_1 JLPT,Qs%N8rxgY7
打開,だかい,"solution, breakthrough","solusi, terobosan",JLPT_1 JLPT,mQ|SYI%fP]
焚火,たきび,(open) fire,(terbuka) api,JLPT_1 JLPT,LcA{{ZbodA
妥協,だきょう,"compromise, giving in","kompromi, menyerah",JLPT_1 JLPT,"s%Avc+h,O*"
たくましい,たくましい,"burly, strong, sturdy","kekar, kuat, kokoh",JLPT_1 JLPT,"P8,W5KAJY/"
巧み,たくみ,"skill, cleverness","keterampilan, kepintaran",JLPT_1 JLPT,i]Z*A6(YX(
丈,たけ,"length, height","panjang, tinggi",JLPT_1 JLPT,enuUDdn`y|
打撃,だげき,"blow, damage; batting (baseball)","pukulan, kerusakan;",JLPT_1 JLPT,"t;}gxU%<,g"
妥結,だけつ,agreement,perjanjian,JLPT_1 JLPT,l2ZF^5r/@.
駄作,ださく,poor work,pekerjaan yang buruk,JLPT_1 JLPT,Lw)j7o&?}o
足し算,たしざん,addition,tambahan,JLPT_1 JLPT,iE/CUShX8n
多数決,たすうけつ,majority rule,kekuasaan mayoritas,JLPT_1 JLPT,"OJ~&,3EcJ/"
助け,たすけ,assistance,bantuan,JLPT_1 JLPT,j0*?atjOa+
携わる,たずさわる,"to engage, to involve","untuk terlibat, untuk melibatkan",JLPT_1 JLPT,McI/Z<qse(
漂う,ただよう,"to drift about, to float, to hang in air","melayang, melayang, melayang di udara",JLPT_1 JLPT,bR^R=T^]/Z
立ち去る,たちさる,"to leave, to depart","untuk pergi, berangkat",JLPT_1 JLPT,x4xomzb{(l
立ち寄る,たちよる,"to stop by, to drop in for a short visit","untuk mampir, mampir untuk kunjungan singkat",JLPT_1 JLPT,"i~*^/,u.M%"
抱っこ,だっこ,(child's) hug,pelukan (anak-anak).,JLPT_1 JLPT,u]W;19*#xC
達者,たっしゃ,"skillful, in good health","terampil, dalam keadaan sehat",JLPT_1 JLPT,QMO]Jn&?Ra
脱出,だっしゅつ,escape,melarikan diri,JLPT_1 JLPT,rfK<qkCIf]
脱する,だっする,"to escape from, to get out","untuk melarikan diri, untuk keluar",JLPT_1 JLPT,t;JPYpd=u$
達成,たっせい,achievement,pencapaian,JLPT_1 JLPT,y%qBRcv/jg
脱退,だったい,"secession, withdrawal","pemisahan diri, penarikan diri",JLPT_1 JLPT,ncettC@%js
だったら,だったら,if it's the case,jika itu masalahnya,JLPT_1 JLPT,C/Y!eNd>%+
立て替える,たてかえる,"to pay in advance, to pay for another","untuk membayar di muka, untuk membayar yang lain",JLPT_1 JLPT,kf$XJ8^ry/
建前,たてまえ,position; stance one takes in public; principle,posisi;,JLPT_1 JLPT Intermediate_Japanese_Ln.15 Intermediate_Japanese,L3SqCRekB4
奉る,たてまつる,"to offer, to do respectfully","untuk menawarkan, untuk melakukan dengan hormat",JLPT_1 JLPT,f5~QK@<Z?-
だと,だと,if it's the case,jika itu masalahnya,JLPT_1 JLPT,AdbIr)ODQy
他動詞,たどうし,transitive verb (direct object),kata kerja transitif (objek langsung),JLPT_1 JLPT,k%4*4&yY`0
辿り着く,たどりつく,"to reach, to make it somehow","untuk mencapainya, entah bagaimana caranya",JLPT_1 JLPT,g7HZru1rgh
辿る,たどる,"to follow (road, to pursue (course), to follow up","mengikuti (jalan, mengejar (kursus), menindaklanjuti",JLPT_1 JLPT,wGxS[a6&-W
束ねる,たばねる,"to tie up in a bundle, to control","untuk mengikat dalam satu bundel, untuk mengontrol",JLPT_1 JLPT,f-6#7v|syX
だぶだぶ,だぶだぶ,"loose, baggy","longgar, longgar",JLPT_1 JLPT,gN6($!p`)9
他方,たほう,"another side, on the other hand","sisi lain, di sisi lain",JLPT_1 JLPT,kBVB0U>~W;
多忙,たぼう,busy,sibuk,JLPT_1 JLPT,&tDV5aeSi
給う,たまう,"to receive, to grant","untuk menerima, untuk memberikan",JLPT_1 JLPT,o3qNRs#MmC
魂,たましい,"soul, spirit","jiwa, roh",JLPT_1 JLPT,Lule^<EV8B
溜まり,たまり,"collected things, gathering place, arrears","barang yang dikumpulkan, tempat berkumpul, tunggakan",JLPT_1 JLPT,vn*T!ewBaY
賜る,たまわる,"to grant, to bestow","untuk memberikan, untuk melimpahkan",JLPT_1 JLPT,HP!zs26?IS
保つ,たもつ,"to keep, to preserve, to sustain","untuk menjaga, melestarikan, mempertahankan",JLPT_1 JLPT,gTbXu)j!`=
たやすい,たやすい,"easy, simple, light","mudah, sederhana, ringan",JLPT_1 JLPT,AG]dUK?GLW
多様,たよう,"diversity, variety","keragaman, variasi",JLPT_1 JLPT,vtZOkeWk&x
だるい,だるい,"sluggish, feel heavy (tired), languid","lesu, terasa berat (lelah), lesu",JLPT_1 JLPT Intermediate_Japanese_Ln.12 Intermediate_Japanese,"ssq5O?,bMD"
弛み,たるみ,"slack, slackening","kendur, mengendur",JLPT_1 JLPT,CfA9KvwrNs
弛む,たるむ,"to slacken, to loosen, to relax","untuk mengendur, untuk melonggarkan, untuk bersantai",JLPT_1 JLPT,Q3_&mJpm{q
垂れる,たれる,"to hang, to droop; to drip","untuk menggantung, terkulai;",JLPT_1 JLPT,"dR~s,A!paY"
タレント,タレント,"talent, star, personality","bakat, bintang, kepribadian",JLPT_1 JLPT,lrfU7E]iMP
タワー,タワー,tower,menara,JLPT_1 JLPT,v5:z0AFR9T
単一,たんいつ,"single, simple, sole","tunggal, sederhana, tunggal",JLPT_1 JLPT,h$`k(ir0Rg
短歌,たんか,31-syllable Japanese poem,Puisi Jepang 31 suku kata,JLPT_1 JLPT,Ir#MY^13Ie
担架,たんか,"stretcher, litter","tandu, sampah",JLPT_1 JLPT,HV+tZ)Qo19
短気,たんき,quick temper,cepat marah,JLPT_1 JLPT,"q,u5ZnTUee"
団結,だんけつ,"unity, union, solidarity","persatuan, persatuan, solidaritas",JLPT_1 JLPT,nY!|1{!OCq
探検,たんけん,"exploration, expedition","eksplorasi, ekspedisi",JLPT_1 JLPT,sRi|/nSA`o
断言,だんげん,"assertion, declaration, affirmation","penegasan, deklarasi, penegasan",JLPT_1 JLPT,w+Gv2p_R~h
短縮,たんしゅく,"shortening, abbreviation, reduction","pemendekan, singkatan, pengurangan",JLPT_1 JLPT,"loQag*w7,y"
断然,だんぜん,"firmly, absolutely, definitely","tegas, tentu saja, pasti",JLPT_1 JLPT,i4oX5JR1dF
炭素,たんそ,carbon (C),karbon (C),JLPT_1 JLPT,x^}A~2~z<O
短大,たんだい,junior college,perguruan tinggi junior,JLPT_1 JLPT,q^nCWsg[HX
単調,たんちょう,"monotony, monotone, dullness","monoton, monoton, membosankan",JLPT_1 JLPT,rL$X_?_Pk#
単独,たんどく,"sole, single","tunggal, lajang",JLPT_1 JLPT,esBhRW$7nM
旦那,だんな,"master (of house), husband (informal)","tuan (rumah), suami (informal)",JLPT_1 JLPT,Eg]wBS#KM/
短波,たんぱ,short wave,gelombang pendek,JLPT_1 JLPT,i|6Bns+L;/
蛋白質,たんぱくしつ,protein,protein,JLPT_1 JLPT,Jp^dQ($699
ダンプ,ダンプ,dump truck,truk sampah,JLPT_1 JLPT,Nw}Lm}Btbw
断面,だんめん,cross section,penampang,JLPT_1 JLPT,GKBfUV.8Iw
弾力,だんりょく,"elasticity, flexibility","elastisitas, fleksibilitas",JLPT_1 JLPT,msj@^X&|0|
治安,ちあん,"public order, security","ketertiban umum, keamanan",JLPT_1 JLPT,"BnO,YE-DZD"
チームワーク,チームワーク,teamwork,kerja sama,JLPT_1 JLPT,P=nF6sUVt[
チェンジ,チェンジ,change,mengubah,JLPT_1 JLPT,Dijxw<8QAe
違える,ちがえる,to change,untuk berubah,JLPT_1 JLPT,l%F*x{2Z?s
畜産,ちくさん,animal husbandry,peternakan,JLPT_1 JLPT,JuGLp(:y{X
畜生,ちくしょう,"beast, brute, damn","binatang buas, kasar, sialan",JLPT_1 JLPT,vq_X{4/863
蓄積,ちくせき,"accumulation, accumulate, store","akumulasi, mengakumulasi, menyimpan",JLPT_1 JLPT,Pr<}&RmAQ(
地形,ちけい,"landform, geographical features, topography","bentuk lahan, fitur geografis, topografi",JLPT_1 JLPT,z9e8bk2QkU
知性,ちせい,intelligence,intelijen,JLPT_1 JLPT,O7tGamj6Tf
乳,ちち,"milk, breast, loop","susu, payudara, lingkaran",JLPT_1 JLPT,"l,=LW~Hy+r"
縮まる,ちぢまる,"to be shortened, to be contracted, to shrink","untuk diperpendek, untuk dikontrak, untuk menyusut",JLPT_1 JLPT,wu7wbA:9_;
秩序,ちつじょ,"order, regularity","ketertiban, keteraturan",JLPT_1 JLPT Intermediate_Japanese_Ln.10 Intermediate_Japanese,P)jMU1FkFO
窒息,ちっそく,suffocation,mati lemas,JLPT_1 JLPT,fDBko;}]D
知的,ちてき,intellectual,intelektual,JLPT_1 JLPT,jiAkN.}ZmV
着手,ちゃくしゅ,"embarkation, launch","pemberangkatan, peluncuran",JLPT_1 JLPT,F[_a*7LJN.
着色,ちゃくしょく,"coloring, coloring","mewarnai, mewarnai",JLPT_1 JLPT,N#Q=xWnJKS
着席,ちゃくせき,"sit down, seat","duduk, duduk",JLPT_1 JLPT,MeN__AKyp|
着目,ちゃくもく,attention,Perhatian,JLPT_1 JLPT,wi@WVZX@m|
着陸,ちゃくりく,"landing, touch down","mendarat, mendarat",JLPT_1 JLPT,b|+eNo%pfV
着工,ちゃっこう,start of (construction) work,dimulainya pekerjaan (konstruksi).,JLPT_1 JLPT,Ew6+3{D_ru
茶の間,ちゃのま,living room (Japanese style),ruang tamu (gaya Jepang),JLPT_1 JLPT,N9-wCuA<Rp
茶の湯,ちゃのゆ,tea ceremony,upacara minum teh,JLPT_1 JLPT,ejvH[/WC(/
ちやほや,ちやほや,"pamper, make a fuss of, spoil","memanjakan, membuat keributan, memanjakan",JLPT_1 JLPT,p7xbFu82u*
チャンネル,チャンネル,a channel,sebuah saluran,JLPT_1 JLPT,nV5l[5`h]F
宙返り,ちゅうがえり,"somersault, looping-the-loop","jungkir balik, mengulang-ulang",JLPT_1 JLPT,G#D%$XG0_r
中継,ちゅうけい,"relay, hook-up","estafet, sambungan",JLPT_1 JLPT,MWNEDyrDN$
忠告,ちゅうこく,"advice, warning","saran, peringatan",JLPT_1 JLPT,N9-O04D*/i
中傷,ちゅうしょう,"slander, libel, defamation","fitnah, pencemaran nama baik, pencemaran nama baik",JLPT_1 JLPT,p0CsH{8#JZ
中枢,ちゅうすう,"center, mainstay, nucleus","pusat, andalan, inti",JLPT_1 JLPT,r%Mjj+Ek{5
抽選,ちゅうせん,"lottery, raffle, drawing (of lots)","lotere, undian, pengundian (undi)",JLPT_1 JLPT,0KYkNtfpJ
中断,ちゅうだん,"interruption, suspension, break","interupsi, suspensi, istirahat",JLPT_1 JLPT,w>%6r/va[-
中毒,ちゅうどく,poisoning,peracunan,JLPT_1 JLPT,LzJ=jxfHor
中腹,ちゅうふく,"mountain side, halfway up","sisi gunung, setengah jalan ke atas",JLPT_1 JLPT,tB+gKvvwou
中立,ちゅうりつ,neutrality,kenetralan,JLPT_1 JLPT,PZFB#``%5o
中和,ちゅうわ,"neutralize, counteract","menetralisir, melawan",JLPT_1 JLPT,nyH&P(=%8Y
～著,～ちょ,written by ~,ditulis oleh ~,JLPT_1 JLPT,fQ0a}K7p9f
腸,ちょう,"bowels, intestines","usus, usus",JLPT_1 JLPT,K%kn{5[S%7
蝶,ちょう,butterfly,kupu-kupu,JLPT_1 JLPT,q;0HqmYw1-
超,ちょう,"super-, ultra-, hyper-","super-, ultra-, hiper-",JLPT_1 JLPT,Eiftj43[ej
調印,ちょういん,"signature, sign, sealing","tanda tangan, tanda tangan, penyegelan",JLPT_1 JLPT,+X8b+]_hF
聴覚,ちょうかく,the sense of hearing,indra pendengaran,JLPT_1 JLPT,C>6Ay%IdDe
長官,ちょうかん,"chief, (government) secretary","kepala, sekretaris (pemerintah).",JLPT_1 JLPT,"H,v:QJS0Yi"
聴講,ちょうこう,"lecture attendance, auditing","kehadiran kuliah, audit",JLPT_1 JLPT,dMxJpHdu-m
徴収,ちょうしゅう,"collection, levy","pemungutan, retribusi",JLPT_1 JLPT,LIId5$2fh5
聴診器,ちょうしんき,stethoscope,stetoskop,JLPT_1 JLPT,A2>D_NQ`=%
調停,ちょうてい,"arbitration, conciliation, mediation","arbitrase, konsiliasi, mediasi",JLPT_1 JLPT,zrfL7jNQ@_
重複,ちょうふく,"duplication, repetition, overlapping, redundancy, restoration","duplikasi, pengulangan, tumpang tindih, redundansi, restorasi",JLPT_1 JLPT,yXhchN!{a9
長編,ちょうへん,"long (e.g., novel, film)","panjang (misalnya, novel, film)",JLPT_1 JLPT,u19=nL^X<]
重宝,ちょうほう,"convenient, useful","nyaman, berguna",JLPT_1 JLPT,P`*HZ|)=W)
調理,ちょうり,cooking,memasak,JLPT_1 JLPT,P`dt.f6=&.
調和,ちょうわ,harmony,harmoni,JLPT_1 JLPT,MQV-Mk:gSq
ちょくちょく,ちょくちょく,"often, frequently, now and then, occasionally","sering, sering, kadang-kadang, kadang-kadang",JLPT_1 JLPT,eXEksqIu&w
直面,ちょくめん,confrontation,konfrontasi,JLPT_1 JLPT,Q%puR-vfcY
著書,ちょしょ,"literary work, book","karya sastra, buku",JLPT_1 JLPT,k8We;qzOF?
貯蓄,ちょちく,savings,tabungan,JLPT_1 JLPT,yk~={SS:?P
直感,ちょっかん,"intuition, instinct","intuisi, naluri",JLPT_1 JLPT,QySp}y0;^p
著名,ちょめい,"well-known, noted, celebrated","terkenal, dicatat, dirayakan",JLPT_1 JLPT,X^slZ{jL{
ちらっと,ちらっと,"at a glance, by accident","sekilas, secara tidak sengaja",JLPT_1 JLPT,N3Y^D/sd+D
塵,ちり,"dust, dirt","debu, kotoran",JLPT_1 JLPT,E+SU)Yck+x
塵取り,ちりとり,dustpan,pengki,JLPT_1 JLPT,APKgG.~B~%
賃金,ちんぎん,wages,upah,JLPT_1 JLPT,R~b_`JWOQ
沈殿,ちんでん,"precipitation, deposition, settlement","presipitasi, pengendapan, penyelesaian",JLPT_1 JLPT,G+XQh2h;J
沈没,ちんぼつ,"sinking, foundering","tenggelam, terpuruk",JLPT_1 JLPT,iW4PqKe`G4
沈黙,ちんもく,"silence, reticence","diam, diam",JLPT_1 JLPT,px*6fcGx;&
陳列,ちんれつ,"exhibition, display, show","pameran, pertunjukan, pertunjukan",JLPT_1 JLPT,iwMSM}M#]k
追及,ついきゅう,"investigation, inquiry","investigasi, penyelidikan",JLPT_1 JLPT,noU*13b5O-
